"name","company_name_unique","founded_year","founded_date","closed_date","acquired_date","acquired_by_company_name_unique","employees","domain","total_funding_usd","annual_revenue","hq_region","status","ipo_date","independence","stock_symbol_1","stock_symbol_2","competitor_1","competitor_2","competitor_3","competitor_4","competitor_5","competitor_6","competitor_7","competitor_8","competitor_9","competitor_10","notes"
"Viacom","viacom",1971,NA,NA,NA,NA,"10,750","viacom.com",NA,"$12.8B","New York, New York","Public","2005-12-16","Y","NASDAQ","VIAB","Discovery Communications","NBCUniversal","Sony Pictures","Time Warner Cable","21ST CENTURY FOX","Turner","The Walt Disney Company","A+E NETWORKS",NA,NA,NA
"COMCAST","comcast",1963,NA,NA,NA,NA,"164,000","corporate.comcast.com","$3M","$87.4B","Philadelphia, Pennsylvania","Public","1978-01-13","Y","NASDAQ","CMCSA","Hulu","ADT","Level 3","Vonage","CABLE ONE","Spectrum","HBO","STARZ",NA,NA,NA
"Discovery Communications","discovery-inc",1985,"1985-06-17",NA,NA,NA,"7,000","discovery.com",NA,"$7.6B","Silver Spring, Maryland","Public","2005-07-15","Y","NASDAQ","DISCA","Viacom","Turner","A+E NETWORKS","21ST CENTURY FOX","BBC","NBCUniversal","The Walt Disney Company","Sony Pictures",NA,NA,NA
"NBCUniversal","nbcuniversal",2004,"2004-05-01",NA,"2011-01-29","comcast","62,000","nbcuniversal.com",NA,"$33B","New York, New York","Private",NA,"Comcast Corporation",NA,NA,"Viacom","Turner","21ST CENTURY FOX","Discovery Communications","The Walt Disney Company","Disney–ABC Television Group","CBS CORPORATION","NETFLIX",NA,NA,NA
"Sony Pictures","sony-pictures-entertainment",1987,NA,NA,NA,NA,"19,173","sonypictures.com","$1M","$7.1B","Culver City, California","Private",NA,"Sony Entertainment Inc",NA,NA,"UNIVERSAL","The Walt Disney Company","Viacom","News Corp","SeaWorld Parks & Entertainment","FREMANTLEMEDIA","CBS CORPORATION","Cedar Fair",NA,NA,NA
"UNIVERSAL","universal",1912,NA,NA,NA,NA,"10,000","universalstudios.com",NA,"$4.2B","Universal City, California","Private",NA,"NBCUniversal Media, LLC",NA,NA,"SeaWorld Parks & Entertainment","Cedar Fair","Sony Pictures","The Walt Disney Company","Six Flags","MPR","Jerry Zhou","Viacom",NA,NA,"No single item of ""Universal Studios"" on Crunchbase"
"COMCAST SPOTLIGHT","comcast-spotlight",2003,NA,NA,NA,NA,"201","comcastspotlight.com",NA,"$19.8M","Pittsburgh, Pennsylvania","Private",NA,"Comcast Corporation",NA,NA,"CUMULUS","CBS CORPORATION","WBAL TV","WBAL","THE BALTIMORE SUN MEDIA GROUP","Dex Media","FOX45 NEWS","WBIN-TV",NA,NA,NA
"NBC","nbc",2004,NA,NA,NA,NA,NA,"nbcstations.com",NA,NA,"New York City, New York","Private",NA,"NBC Universal, Inc.",NA,NA,"News Corp","CUMULUS","COMCAST SPOTLIGHT","FOX","CBS CORPORATION","WARNER BROS.","IDG","Townsquare",NA,NA,"One of the businesses of ""NBC Universal"""
"FOX","fox-interactive-media",1979,"1979-06-01",NA,NA,NA,"12,100","fox.com",NA,"$681.6M","Los Angeles, California","Private",NA,"21st Century Fox",NA,NA,"CBS CORPORATION","CNN","G & G Fitness Equipment","News Corp","MTV","VH1","CUMULUS","CBS",NA,NA,NA
"WARNER BROS.","warner-bros",1918,"1918-04-04",NA,NA,NA,"10,000","warnerbros.com",NA,"$13B","Burbank, California","Private",NA,"Time Warner Inc",NA,NA,"The Walt Disney Studios","Paramount Pictures","CBS CORPORATION","The Walt Disney Company","NETFLIX","Sony Pictures","DreamWorks","News Corp",NA,NA,NA
"Townsquare","townsquare-media",1994,NA,NA,NA,NA,"2,900","townsquaremedia.com","$228.7M","$442.8M","Greenwich, Connecticut","Public","2014-08-14","Y","NYSE","TSQ","Entercom","iHeartMEDIAINC","CUMULUS","iHeartRADIO","Pandora","DEEZER","eLocal.com","HGST",NA,NA,NA
"Entercom","entercom-communications",1968,NA,NA,NA,NA,"4,489","entercom.com","$334.1M","$796M","Bala Cynwyd, Pennsylvania","Public","1999-02-05","Y","NYSE","ETM","Townsquare","iHeartMEDIAINC","iHeartRADIO","CUMULUS","Pandora","TUNEIN","LIVE365","Spotify",NA,NA,NA
"iHeartMEDIAINC","clear-channel-communications",1972,NA,NA,NA,NA,"17,900","iheartmedia.com","$476.4M","$6.2B","San Antonio, Texas","Public",NA,"CC Media Holdings, Inc.","OTCBB","IHRT","Entercom","Townsquare","CUMULUS","iHeartRADIO","Pandora","HGST","TUNEIN","LIVE365",NA,NA,NA
"iHeartRADIO","iheartradio",2008,"2008-10-01",NA,NA,NA,"1,582","iheart.com",NA,"$376.9M","San Antonio, Texas","Private",NA,"Y",NA,NA,"Pandora","TUNEIN","DEEZER","LIVE365","Spotify","Entercom","WBT","SiriusXM",NA,NA,NA
"Pandora","pandora",2000,"2000-01-03",NA,NA,NA,"1,938","pandora.com","$750.3M","$1.5B","Oakland, California","Public","2011-06-24","Y","NYSE","P","DEEZER","Spotify","SiriusXM","Napster","TIDAL","8tracks","TUNEIN","GUVERA",NA,NA,NA
"HGST","hgst",2003,NA,NA,"2012-03-08","western-digital","41,000","hgst.com",NA,"$801.8M","San Jose, California","Private",NA,"Western Digital Technologies, Inc.",NA,NA,"SEAGATE","TOSHIBA","TOYOTA","Ford","HONDA","Volkswagen","NISSAN","GM",NA,NA,NA
"TUNEIN","tunein-inc",2002,NA,NA,NA,NA,"91","tunein.com","$103.1M","$10M","San Francisco, California","Private",NA,"Y",NA,NA,"iHeartRADIO","ScatterRadio","Radionomy","Pandora","96.9 WOUR","DEEZER","Earbits","LIVE365",NA,NA,NA
"LIVE365","live365",1999,"1999-08-01",NA,"2018-02-20","media-creek","277","live365.com","$13.4M","$15M","Hermitage, Pennsylvania","Private",NA,"Media Creek, Inc.",NA,NA,"TUNEIN","8tracks","Radionomy","DSL Radio","96.9 WOUR","Web-Radio","Radioliveonair","MMP",NA,NA,NA
"CBS RADIO","cbs-radio",1928,NA,NA,"2017-11-17","entercom-communications","3,900","cbsradio.com",NA,"$1.2B","New York, New York","Private",NA,"Entercom Communications Corp",NA,NA,"SiriusXM","Emmis","SALEM MEDIA GROUP","Pandora","RADIO ONE","Saga","iHeartRADIO","iHeartMEDIAINC",NA,NA,NA
"Emmis","emmis-communications",1982,NA,NA,NA,NA,"380","emmis.com",NA,"$148.5M","Indianapolis, Indiana","Public","1994-03-04","Y","NASDAQ","EMMS","SiriusXM","CBS RADIO","RADIO ONE","Entercom","Pandora","Saga","Townsquare","SALEM MEDIA GROUP",NA,NA,NA
"RADIO ONE","radio-one",1980,NA,NA,NA,NA,"1,058","radio-one.com",NA,"$435.9M","Silver Spring, Maryland","Public","2000-06-09","Y","NASDAQ","UONEK","SiriusXM","CBS RADIO","Entercom","iHeartMEDIAINC","Townsquare","Pandora","CUMULUS","Emmis",NA,NA,"Changed name to ""Urban One"""
"SiriusXM","sirius",1990,NA,NA,NA,NA,"2,575","siriusxm.com","$525.8M","$5.6B","Detroit, Michigan","Public","2013-11-22","Y","NASDAQ","SIRI","Pandora","CBS RADIO","DEEZER","Spotify","RADIO ONE","Emmis","SALEM MEDIA GROUP","Napster",NA,NA,NA
"A.H. BELO CORPORATION","a-h-belo-corporation",2007,NA,NA,NA,NA,"1,090","ahbelo.com",NA,"$201.5M","Dallas, Texas","Public","2008-02-01","Y","NYSE","AHC","Journal Media Group","COX Media","GANNETT","Tribune Publishing","Tronc","McCLATCHY","SCRIPPS","The Guardian",NA,NA,NA
"LEE ENTERPRISES","lee-enterprises-llc",1890,NA,NA,NA,NA,"3,555","lee.net",NA,"$544.4M","Davenport, Iowa","Public","1978-01-13","Y","NYSE","LEE","GANNETT","McCLATCHY","SCRIPPS","Journal Media Group","GateHouse Media","HEARST","The New York Times","Meredith",NA,NA,NA
"CRAIN","crain-communications",1916,NA,NA,NA,NA,"948","crain.com",NA,"$260M","Detroit, Michigan","Private",NA,"Y",NA,NA,"ACBJ","DOW JONES","GANNETT","MECCOM","PennWell","ACCESS INTELLIGENCE","THE WALL STREET JOURNAL","BUSINESS INSIDER",NA,NA,NA
"ACCESS INTELLIGENCE","access-intelligence",1977,NA,NA,NA,NA,"234","accessintel.com","$7.4M","$40M","Rockville, Maryland","Private",NA,"Y",NA,NA,"CRAIN","ACBJ","IMS Cloud","1105 MEDIA","QUESTEX","PennWell","DOW JONES","THE WALL STREET JOURNAL",NA,NA,NA
"LinkedIn","linkedin",2003,"2003-05-05",NA,"2016-06-13","microsoft","11,000","linkedin.com","$154.8M","$4.5B","Sunnyvale, California","Private",NA,"Microsoft Corp",NA,NA,"CAREERBUILDER","Glassdoor","ZipRecruiter","indeed","MONSTER","HIRED","Dice","Simply Hired",NA,NA,NA
"TIME","time-magazine",1922,"1922-11-28",NA,NA,NA,"7,450","time.com",NA,"$2.9B","New York, New York","Public",NA,"Y","NYSE","TIME","Forbes","THE WALL STREET JOURNAL","The New York Times","BuzzFeed","FINANCIAL TIMES","HUFFPOST","MailOnline","The Economist Group",NA,NA,NA
"Inc. Magazine","inc-magazine",1979,NA,NA,NA,NA,"199","www.inc.com",NA,"$31.9M","New York, New York","Private",NA,"Y",NA,NA,"Entrepreneur","THE WALL STREET JOURNAL","FINANCIAL TIMES","The New York Times","FORTUNE","The Economist Group","Forbes","TIME",NA,NA,"One of the businesses of Inc."
"INDEPENDENT","independent",1970,NA,NA,"2013-02-25","chase-templeton","143","independent.co.uk",NA,"$45M","London, England","Private",NA,"Y",NA,NA,"The Guardian","The Telegraph","News UK","The New York Times","STANDARD Digital","The Economist Group","News Corp","Time Inc.",NA,NA,NA
"News UK","news-uk",1904,NA,NA,NA,NA,"223","news.co.uk",NA,"$50M","London, England","Private",NA,"News Corp.",NA,NA,"The Guardian","The Telegraph","INDEPENDENT","The Economist Group","CN GROUP","THE TIMES","The New York Times","FINANCIAL TIMES",NA,NA,NA
"FOR SALE BY OWNER","forsalebyowner-com",1999,NA,NA,"2006-05-22","tribunecompany","121","forsalebyowner.com",NA,"$9.5M","Chicago, Illinois","Private",NA,"In-House Realty LLC",NA,NA,"Opendoor","Knock","NeedToSellMyHouseFast","MOVOTO","DuProprio","Homie","We Buy Houses","RealScout",NA,NA,NA
"Sun Life Financial","sun-life-financial",1865,NA,NA,NA,NA,"34,000","sunlife.com",NA,"$30.9B","Toronto, Ontario","Public","2000-03-24","Guggenheim Partners, LLC","TSE","SLF","TD Bank","BMO","CIBC","London Life","Investors Group","Scotiabank","RBC","Tangerine",NA,NA,NA
"STANDARD Digital","the-standard-digital",1901,NA,NA,NA,NA,"1,613","standardmedia.co.ke",NA,"$46.1M","Nairobi, Nairobi Province","Private",NA,"Y",NA,NA,"The Guardian","The Telegraph","INDEPENDENT","News UK","The New York Times","The Economist Group","News Corp","Time Inc.",NA,NA,NA
"USN","u-s-news",1933,NA,NA,NA,NA,"692","usnews.com",NA,"$15.3M","Washington, District of Columbia","Private",NA,"Y",NA,NA,"The Economist Group","LAW360","The New York Times","FINANCIAL TIMES","Forbes","THE WALL STREET JOURNAL","Voa Dari","Time Inc.",NA,NA,NA
"WIRED","wired-magazine",1993,NA,NA,NA,NA,"350","wired.com",NA,"$30M","Boone, Iowa","Private",NA,"Conde Nast Publications, Inc.",NA,NA,"Inc.","FAST COMPANY","Entrepreneur","Small Business TRENDS","Forbes","PCMag","Ourbusinessladder","Largetail",NA,NA,NA
"BuzzFeed","buzzfeed",2006,NA,NA,NA,NA,"1,501","buzzfeed.com","$496.3M","$220M","New York, New York","Private",NA,"Y",NA,NA,"Mashable","REFINERY29","Gimlet","Mic","AXIOS","The Outline","WatchMojo","STYLE.COM",NA,NA,NA
"NationSwell","nationswell",2013,NA,NA,NA,NA,"76","nationswell.com",NA,"$3.1M","New York, New York","Private",NA,"Y",NA,NA,"UPWORTHY","FAST COMPANY","BuzzFeed","TakePart","WIRED","Entrepreneur","Mic","Mashable",NA,NA,"Incorrect item of ""NationSwell"" on Crunchbase"
"CARPLACE","carplace",2005,NA,NA,"2016-11-08","motor1-com","213","www.motor1.com",NA,"$2.9M","São Paulo, São Paulo","Private",NA,"Motor1",NA,NA,"Terra","BuzzFeed","FAST COMPANY","Mashable","REFINERY29","Gimlet","WIRED","Payleven",NA,NA,NA
"GIGAOM","gigaom",2006,NA,NA,NA,NA,"102","gigaom.com","$22M","$15M","Austin, California","Private",NA,"Knowingly Corp.",NA,NA,"VentureBeat","TC","Mashable","FAST COMPANY","ReadWrite","FORRESTER","Gartner","WIRED",NA,NA,NA
"ABA","american-bar-association",1878,NA,NA,NA,NA,"700","americanbar.org",NA,"$15.7M","Chicago, Illinois","NGO/NPO/NFP/Organization/Association",NA,"Y",NA,NA,"Sourcebooks","Jones McClure Publishing","Harvard Business Review","Legal Support World","STweM","AICPA","Lawyerist","THE WALL STREET JOURNAL",NA,NA,NA
"Small Business TRENDS","small-business-trends",2003,NA,NA,NA,NA,"6","smallbiztrends.com",NA,"$1.6M","Naples, Florida","Private",NA,"Y",NA,NA,"WIRED","ROI","Inc.","Entrepreneur","FAST COMPANY","NRF","RetailNext","Forbes",NA,NA,"No information on Crunchbase"
"Southern California Firewood","southern-california-firewood",NA,NA,NA,NA,NA,NA,"southerncaliforniafirewood.com",NA,NA,"Thousand Oaks, California","Private",NA,"Y",NA,NA,"Wood Ranch PTA","Hoppy Cow Supply","RealityCap","Hughes Multimedia","Headline Nepal","Keeley Consulting","Bestphonerepair","Entrepreneur",NA,NA,"No detailed data"
"Psychicleo","psychicleo",2010,NA,NA,NA,NA,"7","psychicleo.com",NA,"$420K","Houston, Texas, United States","Private",NA,"Y",NA,NA,"Wood Ranch PTA","Hoppy Cow Supply","RealityCap","Hughes Multimedia","Headline Nepal","Keeley Consulting","Bestphonerepair","Entrepreneur",NA,NA,"No detailed data"
"California Dental Institute","california-dental-institute",NA,NA,NA,NA,NA,NA,"californiadentalinstitute.com",NA,NA,"Rancho Cucamonga, California","Private",NA,"Y",NA,NA,"Wood Ranch PTA","Hoppy Cow Supply","RealityCap","Hughes Multimedia","Headline Nepal","Keeley Consulting","Bestphonerepair","Entrepreneur",NA,NA,"No detailed data"
"Superior Storage Tanks","superior-storage-tanks",1975,NA,NA,NA,NA,NA,"superior-tanks.com",NA,NA,"La Mirada, CA","Private",NA,"Y",NA,NA,"Storagevessels","National Tank Outlet","Roy E Hanson","Winston's Estate Gallery","Core-Rosion","Osseoustech","Carsonmfg","Affordable Liquidations",NA,NA,"No detailed data"
"Marklet","marklet",NA,NA,NA,NA,NA,NA,"marklet.com",NA,NA,"Anaheim, California","Private",NA,"Y",NA,NA,"Papaly","Kippt","Pocket","Clipix","Diigo","Evernote","Pinterest","Feedly",NA,NA,"No detailed data"
"Judy Neal","judy-neal",NA,NA,NA,NA,NA,NA,"judyneal-art.com",NA,NA,"Solano County, Northern California","Private",NA,"Y",NA,NA,"Wood Ranch PTA","Hoppy Cow Supply","RealityCap","Hughes Multimedia","Headline Nepal","Keeley Consulting","Bestphonerepair","Bandito Brothers",NA,NA,"No detailed data"
"EljayTunes","eljaytunes",2012,"2012-05-16",NA,NA,NA,"460","eljaytunes.com",NA,"$24.7M","Matsapha, Swaziland","Private",NA,"Y",NA,NA,"Entrepreneur","Inc.","JAM THE HYPE","NEW H2O","Small Business TRENDS","Ourbusinessladder","Southern California Firewood","Psychicleo",NA,NA,"No information on Crunchbase"
"Mashable","mashable",2005,NA,NA,"2017-11-17","ziff-davis","239","mashable.com","$46M","$40M","New York, New York","Private",NA,"Ziff Davis, Inc.",NA,NA,"BuzzFeed","REFINERY29","Gimlet","Digital Trends","UPROXX","NowThis","Mic","Paste",NA,NA,NA
"TC","techcrunch",2005,"2005-06-11",NA,"2010-09-29","aol","107","techcrunch.com",NA,"$15M","San Francisco, California","Private",NA,"Oath",NA,NA,"Tech in Asia","WIRED","VentureBeat","BUSINESS INSIDER","GIGAOM","YOURSTORY","Mashable","CBS Interactive",NA,NA,NA
"VentureBeat","venturebeat",2006,"2006-09-01",NA,NA,NA,"87","venturebeat.com","$3.6M","$6.2M","San Francisco, California","Private",NA,"Y",NA,NA,"TC","BUSINESS INSIDER","Tech in Asia","WIRED","Mashable","GIGAOM","YOURSTORY","CBS Interactive",NA,NA,NA
"TNW","the-next-web",2008,NA,NA,NA,NA,"60","thenextweb.com",NA,"$14.9M","Amsterdam, Noord-Holland","Private",NA,"Y",NA,NA,"TC","ReadWrite","The Verge","VentureBeat","BUSINESS INSIDER","Engadget","CBS Interactive","WIRED",NA,NA,NA
"THE BUSINESS JOURNAL","the-business-journals",1978,NA,NA,NA,NA,"1,300","bizjournals.com",NA,"$15M","Charlotte, North Carolina","Private",NA,"Merged",NA,NA,"Crain's New York Business","BUSINESS INSIDER","Forbes Media","THE WALL STREET JOURNAL","CNN","The New York Times","Mashable","TheStreet",NA,NA,NA
"The Fiscal Times","the-fiscal-times",2010,NA,NA,NA,NA,"71","thefiscaltimes.com",NA,"$4.4M","New York, New York","Private",NA,"Y",NA,NA,"Kiplinger","RCP","POLITICO","THE WALL STREET JOURNAL","FINANCIAL TIMES","Forbes","The New York Times","ALM",NA,NA,NA
"Bloomberg GOVERNMENT","bloomberg-government",1981,NA,NA,NA,NA,"230","bgov.com",NA,"$27.9M","New York, New York","Private",NA,"Y",NA,NA,"LEGISTORM","CQ ROLL CALL","POLITICO","The Fiscal Times","Phone2Action","Meltwater","Spendsetter","Voters Voice",NA,NA,"One of the businessess of ""Bloomberg"""
"LEGISTORM","legistorm",2006,NA,NA,NA,NA,"129","legistorm.com",NA,"$22.1M","Washington, District of Columbia","Private",NA,"Y",NA,NA,"CQ ROLL CALL","POLITICO","FOCUS","Bloomberg GOVERNMENT","Quorum","KnowWho","Keller Mcintyre","Leadership Directories",NA,NA,"No information on Crunchbase"
"CQ ROLL CALL","roll-call-group",1945,NA,NA,"2018-07-25","fiscalnote","272","cqrollcall.com",NA,"$16.9M","Washington, District of Columbia","Private",NA,"FiscalNote, Inc.",NA,NA,"Phone2Action","POLITICO","Meltwater","LEGISTORM","Bloomberg GOVERNMENT","Spendsetter","Voters Voice","BIPAC",NA,NA,NA
"HUFFPOST","huffingtonpost",2005,"2005-05-09",NA,"2011-02-07","aol","926","huffingtonpost.com","$37M","$500M","New York, New York","Private",NA,"Oath",NA,NA,"BuzzFeed","The New York Times","REFINERY29","Mashable","Drudge Report","News Corp","Intrepidnow","THE WALL STREET JOURNAL",NA,NA,NA
"Bloomberg BNA","bna",1929,NA,NA,"2011-08-25","bloomberg","1,539","bna.com",NA,"$472.1M","Bethesda, Maryland","Private",NA,"Bloomberg, L.P.",NA,NA,"Reed Business Information","Fastcase","CCH","Intelligize","THOMSON REUTERS","Wolters Kluwer","LexisNexis","Govini",NA,NA,NA
"Tracxn","tracxn",2013,"2013-06-01",NA,NA,NA,"575","tracxn.com","$13.5M","$2.3M","Palo Alto, California","Private",NA,"Y",NA,NA,"DataFox","InsideView","AngelList","Xeler8","Owler","PitchBook","Dun & Bradstreet","ZoomInfo",NA,NA,NA
"InsideView","insideview",2005,NA,NA,NA,NA,"261","insideview.com","$76M","$87.3M","San Francisco, California","Private",NA,"Y",NA,NA,"ZoomInfo","DataFox","DueDil","Dun & Bradstreet","PitchBook","Owler","InfoGroup","Tracxn",NA,NA,NA
"DataFox","datafox",2013,"2013-02-01",NA,NA,NA,"45","datafox.com","$11.8M","$8M","San Francisco, California","Private",NA,"Y",NA,NA,"InsideView","Dun & Bradstreet","PitchBook","Owler","Tracxn","InfoGroup","ZoomInfo","DueDil",NA,NA,NA
"Owler","owler",2011,"2011-05-01",NA,NA,NA,"97","owler.com","$19.3M","$3.4M","San Mateo, California","Private",NA,"Y",NA,NA,"InsideView","DataFox","Dun & Bradstreet","PitchBook","ZoomInfo","DueDil","PrivCo","CB INSIGHTS",NA,NA,NA
"Dun & Bradstreet","dun-and-bradstreet-corporation",1841,NA,NA,"2015-06-12","archer-capital","4,900","dnb.com",NA,"$1.8B","Short Hills, New Jersey","Public","2000-10-13","Subsidiary","NYSE","DNB","InfoGroup","Graydon","Creditsafe","Roularta Media Group","BUREAU VAN DIJK","Epsilon","InsideView","CRIF",NA,NA,NA
"ZoomInfo","zoominfo",2000,"2000-02-01",NA,"2017-08-14","great-hill-partners","299","zoominfo.com","$7M","$77M","Waltham, Massachusetts","Private",NA,"Great Hill Partners",NA,NA,"InsideView","DataFox","LeadGenius","PitchBook","Tracxn","Dun & Bradstreet","Owler","DueDil",NA,NA,NA
"DueDil","duedil",2011,"2011-04-25",NA,NA,NA,"62","duedil.com","$43M","$4.1M","London, England","Private",NA,"Y",NA,NA,"Dun & Bradstreet","InfoGroup","Company Check","TransUnion","FindTheCompany","Radius","Endole","Cerved",NA,NA,NA
"PrivCo","privco",2011,NA,NA,NA,NA,"43","privco.com",NA,"$4M","New York, New York","Private",NA,"Y",NA,NA,"InsideView","PitchBook","Dun & Bradstreet","ZoomInfo","Owler","Tracxn","DataFox","InfoGroup",NA,NA,NA
"BUREAU VAN DIJK","bureau-van-dijk",1994,NA,NA,"2017-05-15","moodys-investors-service","259","bvdinfo.com",NA,"$26.5M","Amsterdam, Other","Private",NA,"Moodys Corporation",NA,NA,"CRIF","Creditsafe","ID Analytics","TransUnion","FICO","EQUIFAX","Graydon","Coface",NA,NA,NA
"Dealogic","dealogic",1983,NA,NA,"2017-11-22","ion-investment-group","600","dealogic.com",NA,"$141.6M","London, England","Private",NA,"The Carlyle Group",NA,NA,"THOMSON REUTERS","IPREO","Bloomberg","DealSheet","Mergermarket","S&P Capital IQ","Lex Machina","The Deal",NA,NA,NA
"The Deal","the-deal-llc",2000,"2000-03-01",NA,"2012-09-12","thestreet","93","thedeal.com",NA,"$19.5M","New York, New York","Private",NA,"TheStreet, Inc.",NA,NA,"Mergermarket","Dealogic","Bloomberg","THOMSON REUTERS","Rebecca Bram Feldbaum","IPREO","WPDeals","Westchester Eatz",NA,NA,NA
"CB INSIGHTS","cb-insights",2008,"2008-01-01",NA,NA,NA,"180","cbinsights.com","$11.7M","$4M","New York, New York","Private",NA,"Y",NA,NA,"PitchBook","DataFox","InsideView","Owler","Tracxn","PrivCo","Dun & Bradstreet","DueDil",NA,NA,NA
"FACTSET","factset",1978,NA,NA,NA,NA,"9,074","factset.com",NA,"$1.1B","Norwalk, Connecticut","Public","1996-06-05","Y","NYSE","FDS","MSCI","MORNINGSTAR","Fitch Ratings","MOODY'S","S&P Global","DBRS","McGRAW HILL FINANCIAL","Bloomberg Tradebook",NA,NA,NA
"ALGOMI","algomi-ltd",2012,"2012-06-25",NA,NA,NA,"132","algomi.com","$14M","$10.9M","London, England","Private",NA,"Y",NA,NA,"FlexTrade","AxeTrading","InfoReach","Portware","Trayport","TradingScreen","Trumid","Fidessa",NA,NA,NA
"TrueEX","trueex",2010,NA,NA,NA,NA,"60","trueex.com","$37.1M","$1M","New York, New York","Private",NA,"Y",NA,NA,"Tradeweb","ALGOMI","MarketAxess","MTS","NEX","AIREX MARKET","Perimeter Markets","OSIsoft",NA,NA,NA
"MarketAxess","marketaxess",2000,NA,NA,NA,NA,"429","marketaxess.com","$55M","$408.3M","New York, New York","Public","2004-11-05","Y","NASDAQ","MKTX","IEX","Bonds.com","ALGOMI","Bloomberg","Tradeweb","Trumid","DBOT","EBS BrokerTec",NA,NA,NA
"MTS","mts-systems",1963,NA,NA,NA,NA,"3,500","mts.com",NA,"$773.9M","Eden Prairie, Minnesota","Public","1978-01-13","Y","NASDAQ","MTSC","MOOG","Zwick Roell","ITW","Instron","Shimadzu","BAE Systems","Rockwell Collins","Aerotech",NA,NA,NA
"NEX","nex-group",1998,NA,NA,"2018-03-29","cme-group","1,817","nex.com",NA,"$676.2M","London, England","Public","2016-12-23","Cme Group Inc.","LON","NXG","IG Group","Hargreaves Lansdown","Tradition","Bloomberg","CRIF","THOMSON REUTERS","DOW JONES","PitchBook",NA,NA,NA
"AIREX MARKET","airex-inc-",2012,"2012-09-01",NA,NA,NA,"68","airexmarket.com","$1.8M","$7M","New York, New York","Private",NA,"Y",NA,NA,"TIM Group","ALGOMI","Seed Alpha","Varian Custom Marketplace","Barchart","Macrobond","Grow Influence","First Coverage",NA,NA,NA
"OSIsoft","osisoft",1980,NA,NA,NA,NA,"1,050","osisoft.com","$139.5M","$330M","San Leandro, California","Private",NA,"Y",NA,NA,"Solix Technologies","InfinityQS","Splunk","Aspen Tech","Ingenious","Black Lake","BMC","Honeywell",NA,NA,NA
"MOOG","moog",1951,NA,NA,NA,NA,"10,675","moog.com",NA,"$4.5B","Elma, New York","Public","1980-06-06","Y","NYSE","MOG.A","BAE Systems","Rockwell Collins","Aerotech","Lockheed Martin","Honeywell","Northrop Grumman","Raytheon","General Dynamics",NA,NA,NA
"Wolters Kluwer","wolters-kluwer",1836,NA,NA,NA,NA,"19,000","wolterskluwer.com",NA,"$5.3B","Alphen aan den Rijn, Zuid-Holland","Public","1999-03-31","Y","Other","WKL","LexisNexis","MITRATECH","SERENGETI","BUREAU VAN DIJK","THOMSON REUTERS","Creditsafe","EQUIFAX","CRIF",NA,NA,NA
"UBM","ubm",1918,NA,NA,"2018-01-01","informa-plc","5,500","ubm.com",NA,"$1.1B","London, England","Public","1999-01-15","Informa PLC","LON","UBM","Reed Exhibitions","RELX Group","LexisNexis","Wolters Kluwer","THOMSON REUTERS","Lex Machina","Bloomberg","S&P Capital IQ",NA,NA,NA
"MITRATECH","mitratech-holdings-inc",1987,NA,NA,"2015-09-15","ta-associates","370","mitratech.com",NA,"$83.1M","Austin, Texas","Private",NA,"TA Associates Management, L.P.",NA,NA,"Legal Suite","THOMSON REUTERS","LexisNexis","Bloomberg","Lex Machina","S&P Capital IQ","Integreon","McGRAW HILL FINANCIAL",NA,NA,NA
"SERENGETI","serengeti-law",2001,NA,NA,"2010-10-05","thomson-reuters","163","legaltracker.com",NA,"$18.1M","Bellevue, Washington","Private",NA,"Thomson Reuters",NA,NA,"MITRATECH","Wolters Kluwer","Simple Legal","Legal Suite","TyMetrix","Total Attorneys","Sky Analytics","Datacert",NA,NA,NA
"Google","google",1998,"1998-09-07",NA,NA,NA,"345,354","google.com","$36.1M","$109.7B","Mountain View, California","Public","2004-08-19","Alphabet Inc.","NASDAQ","GOOG","Apple","Microsoft","Dropbox","Amazon","Facebook","Box","SONY","SAMSUNG",NA,NA,NA
"IAC","iac",1995,"1995-08-01",NA,NA,NA,"7,000","iac.com",NA,"$237.5M","New York, New York","Public","1993-01-29","Y","NASDAQ","IAC","AOL","Perion","Google","News Corp","VOX MEDIA","HEARST","TAPAD","BuzzFeed",NA,NA,NA
"VOX MEDIA","vox-media",2003,"2003-07-14",NA,NA,NA,"750","voxmedia.com","$307.6M","$112.5M","Washington, District of Columbia","Private",NA,"Y",NA,NA,"BuzzFeed","AOL","Reddit","Purch","Mashable","Pulpo","Moguldom","UPROXX",NA,NA,NA
"TAPAD","tapad",2010,NA,NA,"2016-02-01","telenor","192","tapad.com","$37.8M","$64M","New York, New York","Private",NA,"Telenor Group",NA,NA,"Turn","Simplifi","ConvertMedia","AppNexus","SpotX","Digilant","Altitude","PubMatic",NA,NA,NA
"Microsoft","microsoft",1975,"1975-04-04",NA,NA,NA,"131,000","microsoft.com","$1M","$96.8B","Redmond, Washington","Public","1986-03-13","Y","NASDAQ","MSFT","SAP","Oracle","IBM","Apple","Salesforce","Google","SAS","HP",NA,NA,NA
"Apple","apple",1976,"1976-04-01",NA,NA,NA,"123,000","apple.com","$6.2B","$248.1B","Cupertino, California","Public","1980-12-19","Y","NASDAQ","AAPL","Samsung","Microsoft","HTC","Dell","Google","LG","HP","Sony",NA,NA,NA
